name;identifier;SMILES;inchikey;MW;LogP;pubchem;chEMBL;membrane;method;temperature;charge;note;LogK;LogPerm_molmedb_value;primary_reference;method_label;Perm
Losartan;MM00665;CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;PSIFNNKUMBGKDQ-UHFFFAOYSA-N;422.92;4.27;3961;CHEMBL191;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL925711/target=_blank>CHEMBL925711</a>;;-5.94;Cappelli A, Nannicini C, Gallelli A, Giuliani G, Valenti S, Mohr Gl, Anzini M, Mennuni L, Ferrari F, Caselli G, Giordani A, Peris W, Makovec F, Giorgi G, Vomero S.: Design, synthesis, and biological evaluation of AT1 angiotensin II receptor antagonists based on the pyrazolo[3,4-b]pyridine and related heteroaromatic bicyclic systems. J Med Chem, Volume 51 (7), 2008;CACO-2;0.0000011481536214968817
MM475311;MM475311;Cn1cncc1CN1CC(N(Cc2ccccn2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21;;499.6;2.9;11271978;CHEMBL192244;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL967838/target=_blank>CHEMBL967838</a>;;-5.8;Van Voorhis WC, Rivas KL, Bendale P, Nallan L, HornĂ©y C, Barrett LK, Bauer KD, Smart BP, Ankala S, Hucke O, Verlinde CL, Chakrabarti D, Strickland C, Yokoyama K, Buckner FS, Hamilton AD, Williams DK, Lombardo LJ, Floyd D, Gelb MH.: Efficacy, pharmacokinetics, and metabolism of tetrahydroquinoline inhibitors of Plasmodium falciparum protein farnesyltransferase. Antimicrob Agents Chemother, Volume 51 (10), 2007;CACO-2;0.000001584893192461114
MM475312;MM475312;CNc1nc2ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc3ccccc3)NC(=O)OC3COC4OCCC34)cc2o1;;602.71;2.98;514397;CHEMBL193429;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL836786/target=_blank>CHEMBL836786</a>;;-4.75;Surleraux DL, de Kock HA, Verschueren WG, Pille GM, Maes LJ, Peeters A, Vendeville S, De Meyer S, Azijn H, Pauwels R, de Bethune MP, King NM, Prabu-Jeyabalan M, Schiffer CA, Wigerinck PB.: Design of HIV-1 protease inhibitors active on multidrug-resistant virus. J Med Chem, Volume 48 (6), 2005;CACO-2;0.00001778279410038923
MM475313;MM475313;CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2nc(N)oc2c1;;588.68;2.52;514396;CHEMBL193880;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL836786/target=_blank>CHEMBL836786</a>;;-5.42;Surleraux DL, de Kock HA, Verschueren WG, Pille GM, Maes LJ, Peeters A, Vendeville S, De Meyer S, Azijn H, Pauwels R, de Bethune MP, King NM, Prabu-Jeyabalan M, Schiffer CA, Wigerinck PB.: Design of HIV-1 protease inhibitors active on multidrug-resistant virus. J Med Chem, Volume 48 (6), 2005;CACO-2;0.000003801893963205613
MM475314;MM475314;CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2nc(N)sc2c1;;604.75;2.99;6320570;CHEMBL194045;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL836786/target=_blank>CHEMBL836786</a>;;-5;Surleraux DL, de Kock HA, Verschueren WG, Pille GM, Maes LJ, Peeters A, Vendeville S, De Meyer S, Azijn H, Pauwels R, de Bethune MP, King NM, Prabu-Jeyabalan M, Schiffer CA, Wigerinck PB.: Design of HIV-1 protease inhibitors active on multidrug-resistant virus. J Med Chem, Volume 48 (6), 2005;CACO-2;0.00001
MM475316;MM475316;CNc1nc2ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc3ccccc3)NC(=O)OC3COC4OCCC34)cc2s1;;618.78;3.44;6320571;CHEMBL195273;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL836786/target=_blank>CHEMBL836786</a>;;-4.71;Surleraux DL, de Kock HA, Verschueren WG, Pille GM, Maes LJ, Peeters A, Vendeville S, De Meyer S, Azijn H, Pauwels R, de Bethune MP, King NM, Prabu-Jeyabalan M, Schiffer CA, Wigerinck PB.: Design of HIV-1 protease inhibitors active on multidrug-resistant virus. J Med Chem, Volume 48 (6), 2005;CACO-2;0.000019498445997580456
MM475322;MM475322;NC(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1;;312.44;2.76;23645379;CHEMBL199437;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL863903/target=_blank>CHEMBL863903</a>;;-5.34;Qiao L, Baumann CA, Crysler CS, Ninan NS, Abad MC, Spurlino JC, Desjarlais RL, Kervinen J, Neeper MP, Bayoumy SS, Williams R, Deckman IC, Dasgupta M, Reed RL, Huebert ND, Tomczuk BE, Moriarty KJ.: Discovery, SAR, and X-ray structure of novel biaryl-based dipeptidyl peptidase IV inhibitors. Bioorg Med Chem Lett, Volume 16 (1), 2006;CACO-2;0.000004570881896148752
MM475323;MM475323;N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2)cc1;;337.4;2.88;23645376;CHEMBL199614;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL863903/target=_blank>CHEMBL863903</a>;;-5.14;Qiao L, Baumann CA, Crysler CS, Ninan NS, Abad MC, Spurlino JC, Desjarlais RL, Kervinen J, Neeper MP, Bayoumy SS, Williams R, Deckman IC, Dasgupta M, Reed RL, Huebert ND, Tomczuk BE, Moriarty KJ.: Discovery, SAR, and X-ray structure of novel biaryl-based dipeptidyl peptidase IV inhibitors. Bioorg Med Chem Lett, Volume 16 (1), 2006;CACO-2;0.000007244359600749906
MM475325;MM475325;N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2F)cc1;;355.39;3.02;11595565;CHEMBL199905;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL863903/target=_blank>CHEMBL863903</a>;;-5.31;Qiao L, Baumann CA, Crysler CS, Ninan NS, Abad MC, Spurlino JC, Desjarlais RL, Kervinen J, Neeper MP, Bayoumy SS, Williams R, Deckman IC, Dasgupta M, Reed RL, Huebert ND, Tomczuk BE, Moriarty KJ.: Discovery, SAR, and X-ray structure of novel biaryl-based dipeptidyl peptidase IV inhibitors. Bioorg Med Chem Lett, Volume 16 (1), 2006;CACO-2;0.000004897788193684467
MM475326;MM475326;N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccccc2)cc1;;319.41;2.74;16755651;CHEMBL200347;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL863903/target=_blank>CHEMBL863903</a>;;-5.58;Qiao L, Baumann CA, Crysler CS, Ninan NS, Abad MC, Spurlino JC, Desjarlais RL, Kervinen J, Neeper MP, Bayoumy SS, Williams R, Deckman IC, Dasgupta M, Reed RL, Huebert ND, Tomczuk BE, Moriarty KJ.: Discovery, SAR, and X-ray structure of novel biaryl-based dipeptidyl peptidase IV inhibitors. Bioorg Med Chem Lett, Volume 16 (1), 2006;CACO-2;0.0000026302679918953817
MM475330;MM475330;CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O;;610.71;-0.2;;CHEMBL201619;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL864127/target=_blank>CHEMBL864127</a>;;-7.85;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.000000014125375446227554
MM475330;MM475330;CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O;;610.71;-0.2;;CHEMBL201619;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL864131/target=_blank>CHEMBL864131</a>;;-7.19;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.00000006456542290346549
MM475330;MM475330;CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O;;610.71;-0.2;;CHEMBL201619;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865285/target=_blank>CHEMBL865285</a>;;-7.68;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.000000020892961308540408
MM475331;MM475331;CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C=Cc2ccccc2OCOC1=O;CQTYKIZQGJDXFK-QFEUDJFPSA-N;727.82;1.91;11505880;CHEMBL202083;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL864126/target=_blank>CHEMBL864126</a>;;-6.62;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.000000239883291901949
MM475331;MM475331;CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C=Cc2ccccc2OCOC1=O;CQTYKIZQGJDXFK-QFEUDJFPSA-N;727.82;1.91;11505880;CHEMBL202083;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL864127/target=_blank>CHEMBL864127</a>;;-6.32;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.000000478630092322638
MM475331;MM475331;CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C=Cc2ccccc2OCOC1=O;CQTYKIZQGJDXFK-QFEUDJFPSA-N;727.82;1.91;11505880;CHEMBL202083;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL864131/target=_blank>CHEMBL864131</a>;;-5.98;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.0000010471285480508985
MM475331;MM475331;CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C=Cc2ccccc2OCOC1=O;CQTYKIZQGJDXFK-QFEUDJFPSA-N;727.82;1.91;11505880;CHEMBL202083;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865285/target=_blank>CHEMBL865285</a>;;-7.03;Liederer BM, Fuchs T, Vander Velde D, Siahaan TJ, Borchardt RT.: Effects of amino acid chirality and the chemical linker on the cell permeation characteristics of cyclic prodrugs of opioid peptides. J Med Chem, Volume 49 (4), 2006;CACO-2;0.00000009332543007969905
MM475340;MM475340;Cn1cc(C#N)c2ccccc21;;156.19;2.05;2307681;CHEMBL205035;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL870726/target=_blank>CHEMBL870726</a>;;-4.44;Beevers RE, Buckley GM, Davies N, Fraser JL, Galvin FC, Hannah DR, Haughan AF, Jenkins K, Mack SR, Pitt WR, Ratcliffe AJ, Richard MD, Sabin V, Sharpe A, Williams SC.: Novel indole inhibitors of IMPDH from fragments: synthesis and initial structure-activity relationships. Bioorg Med Chem Lett, Volume 16 (9), 2006;CACO-2;0.0000363078054770101
MM475343;MM475343;COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1;;499.66;4.89;11533398;CHEMBL205447;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL870775/target=_blank>CHEMBL870775</a>;;-5.05;Ghosh S, Elder A, Guo J, Mani U, Patane M, Carson K, Ye Q, Bennett R, Chi S, Jenkins T, Guan B, Kolbeck R, Smith S, Zhang C, LaRosa G, Jaffee B, Yang H, Eddy P, Lu C, Uttamsingh V, Horlick R, Harriman G, Flynn D.: Design, synthesis, and progress toward optimization of potent small molecule antagonists of CC chemokine receptor 8 (CCR8). J Med Chem, Volume 49 (9), 2006;CACO-2;0.00000891250938133746
MM475363;MM475363;CN(C(=O)Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1;;342.4;4.9;11962096;CHEMBL206886;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL870726/target=_blank>CHEMBL870726</a>;;-4.84;Beevers RE, Buckley GM, Davies N, Fraser JL, Galvin FC, Hannah DR, Haughan AF, Jenkins K, Mack SR, Pitt WR, Ratcliffe AJ, Richard MD, Sabin V, Sharpe A, Williams SC.: Novel indole inhibitors of IMPDH from fragments: synthesis and initial structure-activity relationships. Bioorg Med Chem Lett, Volume 16 (9), 2006;CACO-2;0.00001445439770745928
MM475365;MM475365;NC(=O)c1sc2ncccc2c1N;XZIZYTUIRQMBPN-UHFFFAOYSA-N;193.23;0.98;359052;CHEMBL207012;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865085/target=_blank>CHEMBL865085</a>;;-4.89;Morwick T, Berry A, Brickwood J, Cardozo M, Catron K, DeTuri M, Emeigh J, Homon C, Hrapchak M, Jacober S, Jakes S, Kaplita P, Kelly TA, Ksiazek J, Liuzzi M, Magolda R, Mao C, Marshall D, McNeil D, Prokopowicz A, Sarko C, Scouten E, Sledziona C, Sun S, Watrous J, Wu JP, Cywin CL.: Evolution of the thienopyridine class of inhibitors of IkappaB kinase-beta: part I: hit-to-lead strategies. J Med Chem, Volume 49 (10), 2006;CACO-2;0.000012882495516931348
MM475367;MM475367;NC(=O)c1sc(-c2ccccc2)cc1N;DYRYDYQWWQHRQE-UHFFFAOYSA-N;218.28;2.1;2756534;CHEMBL207028;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865085/target=_blank>CHEMBL865085</a>;;-5.03;Morwick T, Berry A, Brickwood J, Cardozo M, Catron K, DeTuri M, Emeigh J, Homon C, Hrapchak M, Jacober S, Jakes S, Kaplita P, Kelly TA, Ksiazek J, Liuzzi M, Magolda R, Mao C, Marshall D, McNeil D, Prokopowicz A, Sarko C, Scouten E, Sledziona C, Sun S, Watrous J, Wu JP, Cywin CL.: Evolution of the thienopyridine class of inhibitors of IkappaB kinase-beta: part I: hit-to-lead strategies. J Med Chem, Volume 49 (10), 2006;CACO-2;0.000009332543007969906
MM475368;MM475368;NC(=O)c1sc(-c2ccc(F)cc2)cc1N;VRUAXQODZDRLMI-UHFFFAOYSA-N;236.27;2.24;2782903;CHEMBL207071;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865085/target=_blank>CHEMBL865085</a>;;-4.71;Morwick T, Berry A, Brickwood J, Cardozo M, Catron K, DeTuri M, Emeigh J, Homon C, Hrapchak M, Jacober S, Jakes S, Kaplita P, Kelly TA, Ksiazek J, Liuzzi M, Magolda R, Mao C, Marshall D, McNeil D, Prokopowicz A, Sarko C, Scouten E, Sledziona C, Sun S, Watrous J, Wu JP, Cywin CL.: Evolution of the thienopyridine class of inhibitors of IkappaB kinase-beta: part I: hit-to-lead strategies. J Med Chem, Volume 49 (10), 2006;CACO-2;0.000019498445997580456
MM475372;MM475372;CC(C)CC(NC(=S)Nc1ccccc1)C(=O)NC1CCOC1O;DFTOOBKXSNAAPW-ADTLFGHVSA-N;351.47;1.61;9798553;CHEMBL207440;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL863675/target=_blank>CHEMBL863675</a>;;-4.84;Shirasaki Y, Nakamura M, Yamaguchi M, Miyashita H, Sakai O, Inoue J.: Exploration of orally available calpain inhibitors 2: peptidyl hemiacetal derivatives. J Med Chem, Volume 49 (13), 2006;CACO-2;0.00001445439770745928
MM475376;MM475376;NC(=O)c1nc(-c2ccccc2)oc1N;UPWLRKVVLBSIPK-UHFFFAOYSA-N;203.2;1.02;11708263;CHEMBL207987;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL865085/target=_blank>CHEMBL865085</a>;;-5.19;Morwick T, Berry A, Brickwood J, Cardozo M, Catron K, DeTuri M, Emeigh J, Homon C, Hrapchak M, Jacober S, Jakes S, Kaplita P, Kelly TA, Ksiazek J, Liuzzi M, Magolda R, Mao C, Marshall D, McNeil D, Prokopowicz A, Sarko C, Scouten E, Sledziona C, Sun S, Watrous J, Wu JP, Cywin CL.: Evolution of the thienopyridine class of inhibitors of IkappaB kinase-beta: part I: hit-to-lead strategies. J Med Chem, Volume 49 (10), 2006;CACO-2;0.000006456542290346549
MM475381;MM475381;COc1cnn(C)c(=O)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1;WYHTUAPAMDIATI-INIZCTEOSA-N;476.32;3.19;11340507;CHEMBL208950;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL947948/target=_blank>CHEMBL947948</a>;;-6.89;Gong Y, Kent Barbay J, Kimball ES, Santulli RJ, Carolyn Fisher M, Dyatkin AB, Miskowski TA, Hornby PJ, He W.: Synthesis and SAR of pyridazinone-substituted phenylalanine amide alpha4 integrin antagonists. Bioorg Med Chem Lett, Volume 18 (4), 2008;CACO-2;0.00000012882495516931348
MM475383;MM475383;CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(Cl)cc1;;651.33;7.14;11952815;CHEMBL210151;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL853094/target=_blank>CHEMBL853094</a>;;-5.13;Parks DJ, LaFrance LV, Calvo RR, Milkiewicz KL, MarugĂˇn JJ, Raboisson P, Schubert C, Koblish HK, Zhao S, Franks CF, Lattanze J, Carver TE, Cummings MD, Maguire D, Grasberger BL, Maroney AC, Lu T.: Enhanced pharmacokinetic properties of 1,4-benzodiazepine-2,5-dione antagonists of the HDM2-p53 protein-protein interaction through structure-based drug design. Bioorg Med Chem Lett, Volume 16 (12), 2006;CACO-2;0.000007413102413009177
MM471804;MM471804;O=C(O)C1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O;SMIZKRHOEQTUGE-LURJTMIESA-N;374.63;2.59;11660780;CHEMBL210597;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL868185/target=_blank>CHEMBL868185</a>;;-6.4;Gopalsamy A, Chopra R, Lim K, Ciszewski G, Shi M, Curran KJ, Sukits SF, Svenson K, Bard J, Ellingboe JW, Agarwal A, Krishnamurthy G, Howe AY, Orlowski M, Feld B, O'Connell J, Mansour TS.: Discovery of proline sulfonamides as potent and selective hepatitis C virus NS5b polymerase inhibitors. Evidence for a new NS5b polymerase binding site. J Med Chem, Volume 49 (11), 2006;CACO-2;0.0000003981071705534969
MM475385;MM475385;CC#Cc1ccc2c(c1)C(=O)N(C(C)c1ccc(Cl)cc1)C(c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O;;563.48;6.91;11953254;CHEMBL210913;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL853094/target=_blank>CHEMBL853094</a>;;-4.7;Parks DJ, LaFrance LV, Calvo RR, Milkiewicz KL, MarugĂˇn JJ, Raboisson P, Schubert C, Koblish HK, Zhao S, Franks CF, Lattanze J, Carver TE, Cummings MD, Maguire D, Grasberger BL, Maroney AC, Lu T.: Enhanced pharmacokinetic properties of 1,4-benzodiazepine-2,5-dione antagonists of the HDM2-p53 protein-protein interaction through structure-based drug design. Bioorg Med Chem Lett, Volume 16 (12), 2006;CACO-2;0.000019952623149688786
MM475390;MM475390;Cc1ccc(N2CCN(C(=O)C(C)Cc3ccc(Cl)cc3)CC2)c(C(N)CC(C)C)c1;RZLPZBLBQNNVLZ-YKSBVNFPSA-N;442.05;5.22;16046215;CHEMBL213122;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL901398/target=_blank>CHEMBL901398</a>;;-5.74;Tran JA, Jiang W, Tucci FC, Fleck BA, Wen J, Sai Y, Madan A, Chen TK, Markison S, Foster AC, Hoare SR, Marks D, Harman J, Chen CW, Arellano M, Marinkovic D, Bozigian H, Saunders J, Chen C.: Design, synthesis, in vitro, and in vivo characterization of phenylpiperazines and pyridinylpiperazines as potent and selective antagonists of the melanocortin-4 receptor. J Med Chem, Volume 50 (25), 2007;CACO-2;0.0000018197008586099826
MM475396;MM475396;CC(C)c1nnc2ccc(-c3nc[nH]c3-c3cc(F)ccc3F)cn12;;339.35;4.19;23647350;CHEMBL214152;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL867927/target=_blank>CHEMBL867927</a>;;-6;McClure KF, Letavic MA, Kalgutkar AS, Gabel CA, Audoly L, Barberia JT, Braganza JF, Carter D, Carty TJ, Cortina SR, Dombroski MA, Donahue KM, Elliott NC, Gibbons CP, Jordan CK, Kuperman AV, Labasi JM, Laliberte RE, McCoy JM, Naiman BM, Nelson KL, Nguyen HT, Peese KM, Sweeney FJ, Taylor TJ, Trebino CE, Abramov YA, Laird ER, Volberg WA, Zhou J, Bach J, Lombardo F.: Structure-activity relationships of triazolopyridine oxazole p38 inhibitors: identification of candidates for clinical development. Bioorg Med Chem Lett, Volume 16 (16), 2006;CACO-2;0.000001
MM475398;MM475398;CC(C)c1nnc2ccc(-c3cn[nH]c3-c3cc(F)ccc3F)cn12;;339.35;4.19;23647348;CHEMBL214198;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL867927/target=_blank>CHEMBL867927</a>;;-5.22;McClure KF, Letavic MA, Kalgutkar AS, Gabel CA, Audoly L, Barberia JT, Braganza JF, Carter D, Carty TJ, Cortina SR, Dombroski MA, Donahue KM, Elliott NC, Gibbons CP, Jordan CK, Kuperman AV, Labasi JM, Laliberte RE, McCoy JM, Naiman BM, Nelson KL, Nguyen HT, Peese KM, Sweeney FJ, Taylor TJ, Trebino CE, Abramov YA, Laird ER, Volberg WA, Zhou J, Bach J, Lombardo F.: Structure-activity relationships of triazolopyridine oxazole p38 inhibitors: identification of candidates for clinical development. Bioorg Med Chem Lett, Volume 16 (16), 2006;CACO-2;0.000006025595860743581
MM30965;MM30965;COc1ccccc1CC(c1ccccc1)N1CCNCC1;PFTJCYRHNKTTTO-UHFFFAOYSA-N;296.41;2.88;44414722;CHEMBL214335;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL1120626/target=_blank>CHEMBL1120626</a>;;-4.54;Fray MJ, Fish PV, Allan GA, Bish G, Clarke N, Eccles R, Harrison AC, Le Net JL, Phillips SC, Regan N, Sobry C, Stobie A, Wakenhut F, Westbrook D, Westbrook SL, Whitlock GA.: Second generation N-(1,2-diphenylethyl)piperazines as dual serotonin and noradrenaline reuptake inhibitors: improving metabolic stability and reducing ion channel activity. Bioorg Med Chem Lett, Volume 20 (12), 2010;CACO-2;0.000028840315031266056
MM475403;MM475403;CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1;UUTPXLIURPXEIR-UHFFFAOYSA-N;466.54;4.88;11974939;CHEMBL216747;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL908920/target=_blank>CHEMBL908920</a>;;-7.52;Cappelli A, Pericot Mohr Gl, Giuliani G, Galeazzi S, Anzini M, Mennuni L, Ferrari F, Makovec F, Kleinrath EM, Langer T, Valoti M, Giorgi G, Vomero S.: Further studies on imidazo[4,5-b]pyridine AT1 angiotensin II receptor antagonists. Effects of the transformation of the 4-phenylquinoline backbone into 4-phenylisoquinolinone or 1-phenylindene scaffolds. J Med Chem, Volume 49 (22), 2006;CACO-2;0.000000030199517204020194
MM475404;MM475404;O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2)c1;;401.22;3.33;11647012;CHEMBL217053;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL908269/target=_blank>CHEMBL908269</a>;;-5.06;Ulven T, Receveur JM, Grimstrup M, Rist Ă�, Frimurer TM, Gerlach LO, Mathiesen JM, Kostenis E, Uller L, HĂ¶gberg T.: Novel selective orally active CRTH2 antagonists for allergic inflammation developed from in silico derived hits. J Med Chem, Volume 49 (23), 2006;CACO-2;0.000008709635899560814
MM475405;MM475405;CCCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1;YUDQFUUZTCMUCN-UHFFFAOYSA-N;494.6;5.66;11975059;CHEMBL217659;CACO;ECACO;25;0;fromAtoB,<ahref=https://www.ebi.ac.uk/chembl/assay_report_card/CHEMBL908920/target=_blank>CHEMBL908920</a>;;-8;Cappelli A, Pericot Mohr Gl, Giuliani G, Galeazzi S, Anzini M, Mennuni L, Ferrari F, Makovec F, Kleinrath EM, Langer T, Valoti M, Giorgi G, Vomero S.: Further studies on imidazo[4,5-b]pyridine AT1 angiotensin II receptor antagonists. Effects of the transformation of the 4-phenylquinoline backbone into 4-phenylisoquinolinone or 1-phenylindene scaffolds. J Med Chem, Volume 49 (22), 2006;CACO-2;0.00000001
